date_received,first_initial,last_initial,zip_suffix,postmark_date,no_postmark_month_only,no_postmark_signed_date,post_type,forwarded_from_huntington_sci,notes
2/26/2025,S,S,37,2/18/2025,FALSE,,LETTER,,
2/26/2025,A,F,08,1/7/2025,FALSE,,LETTER,,
2/26/2025,G,M,17,1/7/2025,FALSE,,LETTER,,
2/26/2025,L,F,36,1/7/2025,FALSE,,LETTER,,
2/26/2025,M,H,04,2/22/2025,FALSE,,LETTER,,
2/26/2025,P,M,48,1/8/2025,FALSE,,LETTER,,
2/26/2025,V,M,07,12/31/2024,FALSE,,LETTER,,
2/26/2025,A,H,02,1/8/2025,FALSE,,LETTER,,
2/26/2025,H,W,01,2/21/2025,FALSE,,LETTER,,
2/26/2025,L,L,30,2/19/2025,FALSE,,LETTER,,
2/26/2025,M,P,22,NULL,FALSE,,LETTER,,
2/26/2025,R,B,19,2/20/2025,FALSE,,LETTER,,
2/26/2025,C,W,52,2/20/2025,FALSE,,LETTER,,
2/26/2025,J,F,23,2/18/2025,FALSE,,LETTER,,
2/26/2025,L,O,86,2/21/2025,FALSE,,LETTER,,
2/26/2025,N,A,05,1/8/2025,FALSE,,LETTER,,
2/26/2025,R,D,19,2/15/2025,FALSE,,LETTER,,
2/27/2025,A,G,39,12/30/2024,FALSE,,LETTER,,
2/27/2025,E,A,71,2/24/2025,FALSE,,LETTER,,
2/27/2025,K,W,07,12/30/2024,FALSE,,LETTER,,
2/27/2025,A,H,01,2/22/2025,FALSE,,LETTER,,
2/27/2025,J,H,29,2/27/2025,FALSE,,LETTER,,
2/27/2025,L,R,03,1/7/2025,FALSE,,LETTER,,
2/27/2025,C,F,17,1/7/2025,FALSE,,LETTER,,
2/27/2025,K,A,11,1/11/2025,FALSE,,LETTER,,
2/27/2025,M,S,07,1/2/2025,FALSE,,LETTER,,
2/27/2025,D,F,42,1/2/2025,FALSE,,LETTER,,
2/27/2025,K,D,10,12/30/2024,FALSE,,LETTER,,
2/27/2025,S,A,18,12/30/2024,FALSE,,LETTER,,
2/27/2025,S,C,59,12/31/2024,FALSE,,LETTER,,
2/28/2025,A,A,44,1/4/2025,FALSE,,LETTER,,
2/28/2025,M,G,04,1/2/2025,FALSE,,LETTER,,
2/28/2025,S,S,15,12/31/2024,FALSE,,LETTER,,
2/28/2025,C,J,16,2/23/2025,FALSE,,LETTER,,
2/28/2025,P,G,39,1/2/2025,FALSE,,LETTER,,
2/28/2025,S,T,02,1/2/2025,FALSE,,LETTER,,
2/28/2025,D,A,33,NULL,FALSE,,LETTER,,
2/28/2025,R,M,05,2/24/2025,FALSE,,LETTER,,
2/28/2025,V,A,06,12/31/2024,FALSE,,LETTER,,
2/28/2025,K,T,44,12/31/2024,FALSE,,LETTER,,
2/28/2025,S,C,CANADA,NULL,FALSE,,LETTER,,
2/28/2025,Z,B,62,1/4/2025,FALSE,,LETTER,,
3/3/2025,A,G,05,12/31/2024,FALSE,,LETTER,,
3/3/2025,G,C,UK,NULL,FALSE,,LETTER,,
3/3/2025,L,G,35,1/7/2025,FALSE,,LETTER,,
3/3/2025,S,K,46,2/21/2025,FALSE,,LETTER,,
3/3/2025,A,T,55,1/3/2025,FALSE,,LETTER,,
3/3/2025,H,B,24,12/30/2024,FALSE,,LETTER,,
3/3/2025,L,I,05,12/30/2024,FALSE,,LETTER,,
3/3/2025,C,C,29,12/30/2024,FALSE,,LETTER,,
3/3/2025,H,B,38,1/3/2025,FALSE,,LETTER,,
3/3/2025,M,W,80,1/2/2025,FALSE,,LETTER,,
3/3/2025,E,D,10,1/2/2025,FALSE,,LETTER,,
3/3/2025,J,T,84,1/8/2025,FALSE,,LETTER,,
3/3/2025,N,W,49,1/2/2025,FALSE,,LETTER,,
3/5/2025,A,C,02,12/31/2024,FALSE,,LETTER,,
3/5/2025,E,B,31,12/30/2024,FALSE,,LETTER,,
3/5/2025,L,F,ARGENTINA,2/25/2025,FALSE,,LETTER,,
3/5/2025,M,M,40,1/10/2025,FALSE,,LETTER,,
3/5/2025,P,A,22,12/27/2024,FALSE,,LETTER,,
3/5/2025,S,N,29,3/1/2025,FALSE,,LETTER,,
3/5/2025,A,D,UK,NULL,FALSE,,LETTER,,
3/5/2025,E,E,06,1/10/2025,FALSE,,LETTER,,
3/5/2025,L,M,71,1/7/2025,FALSE,,LETTER,,
3/5/2025,M,T,58,12/31/2024,FALSE,,LETTER,,
3/5/2025,P,C,41,1/2/2025,FALSE,,LETTER,,
3/5/2025,Y,L,57,1/2/2025,FALSE,,LETTER,,
3/5/2025,B,H,45,1/10/2025,FALSE,,LETTER,,
3/5/2025,H,C,60,2/26/2025,FALSE,,LETTER,,
3/5/2025,M,C,51,12/20/2024,FALSE,,LETTER,,
3/5/2025,N,D,66,2/24/2025,FALSE,,LETTER,,
3/5/2025,P,G,01,12/31/2024,FALSE,,LETTER,,
3/5/2025,B,M,21,1/2/2025,FALSE,,LETTER,,
3/5/2025,J,W,10,2/27/2025,FALSE,,LETTER,,
3/5/2025,M,L,73,1/3/2025,FALSE,,LETTER,,
3/5/2025,N,P,36,2/22/2025,FALSE,,LETTER,,
3/5/2025,R,H,71,1/11/2025,FALSE,,LETTER,,
3/6/2025,F,M,NULL,2/25/2025,FALSE,,LETTER,,
3/6/2025,L,W,48,2/26/2025,FALSE,,LETTER,,
3/6/2025,J,E,32,2/28/2025,FALSE,,LETTER,,
3/6/2025,M,D,72,3/3/2025,FALSE,,LETTER,,
3/6/2025,K,I,UK,2/25/2025,FALSE,,LETTER,,
3/6/2025,M,M,ITALY,2/20/2025,FALSE,,LETTER,,
3/6/2025,L,W,12,2/28/2025,FALSE,,LETTER,,
3/6/2025,T,W,23,2/24/2025,FALSE,,LETTER,,
3/7/2025,J,G,21,2/28/2025,FALSE,,LETTER,,
3/7/2025,K,H,50,2/28/2025,FALSE,,LETTER,,
3/7/2025,M,I,77,3/3/2025,FALSE,,LETTER,,
3/10/2025,B,R,65,1/10/2025,FALSE,,LETTER,,
3/10/2025,J,J,01,1/8/2025,FALSE,,LETTER,,
3/10/2025,L,J,24,1/2/2025,FALSE,,LETTER,,
3/10/2025,R,V,56,1/7/2025,FALSE,,LETTER,,
3/10/2025,B,W,26,1/2/2025,FALSE,,LETTER,,
3/10/2025,J,J,11,12/30/2024,FALSE,,LETTER,,
3/10/2025,M,W,66,12/30/2024,FALSE,,LETTER,,
3/10/2025,S,A,UK,1/6/2025,FALSE,,LETTER,,
3/10/2025,D,A,43,1/10/2025,FALSE,,LETTER,,
3/10/2025,K,V,63,1/7/2025,FALSE,,LETTER,,
3/10/2025,N,C,14,2/27/2025,FALSE,,LETTER,,
3/10/2025,H,C,75,1/10/2025,FALSE,,LETTER,,
3/10/2025,K,G,66,1/2/2025,FALSE,,LETTER,,
3/10/2025,N,R,21,1/2/2025,FALSE,,LETTER,,
3/11/2025,A,A,30,12/23/2024,FALSE,,LETTER,,
3/11/2025,A,R,35,12/30/2024,FALSE,,LETTER,,
3/11/2025,E,S,01,NULL,FALSE,,LETTER,,
3/11/2025,K,K,42,3/5/2025,FALSE,,LETTER,,
3/11/2025,A,L,49,1/2/2025,FALSE,,LETTER,,
3/11/2025,A,W,20,1/2/2025,FALSE,,LETTER,,
3/11/2025,E,V,AUSTRIA,2/24/2025,FALSE,,LETTER,,
3/11/2025,M,B,45,1/3/2025,FALSE,,LETTER,,
3/11/2025,A,M,02,2/28/2025,FALSE,,LETTER,,
3/11/2025,C,N,94,3/6/2025,FALSE,*,LETTER,,
3/11/2025,H,S,21,1/3/2025,FALSE,,LETTER,,
3/11/2025,A,M,79,3/8/2025,FALSE,* ,LETTER,,
3/11/2025,C,N,94,3/6/2025,FALSE,*,LETTER,,
3/11/2025,K,C,15,1/2/2025,FALSE,,LETTER,,
3/12/2025,A,V,01,2/23/2025,FALSE,*,LETTER,,
3/12/2025,C,L,18,1/8/2025,FALSE,,LETTER,,
3/12/2025,K,K,14,1/10/2025,FALSE,,LETTER,,
3/12/2025,M,S,09,1/10/2025,FALSE,,LETTER,,
3/12/2025,S,M,CANADA,NULL,FALSE,,LETTER,,
3/12/2025,B,M,06,1/8/2025,FALSE,,LETTER,,
3/12/2025,E,A,28,1/8/2025,FALSE,,LETTER,,
3/12/2025,K,Y,88,1/8/2025,FALSE,,LETTER,,
3/12/2025,N,W,75,1/8/2025,FALSE,,LETTER,,
3/12/2025,B,N,CANADA,NULL,FALSE,,LETTER,,
3/12/2025,J,M,83,1/8/2025,FALSE,,LETTER,,
3/12/2025,L,P,40,1/10/2025,FALSE,,LETTER,,
3/12/2025,O,I,NORWAY,,FALSE,,LETTER,,
3/12/2025,C,C,66,2/28/2025,FALSE,,LETTER,,
3/12/2025,K,B,07,1/10/2025,FALSE,,LETTER,,
3/12/2025,L,P,AUSTRALIA,NULL,FALSE,,LETTER,,
3/12/2025,S,E,14,1/10/2025,FALSE,,LETTER,,
3/13/2025,B,H,05,NULL,FALSE,,LETTER,,
3/13/2025,J,M,06,12/30/2024,FALSE,,LETTER,,
3/13/2025,M,S,03,12/31/2024,FALSE,,LETTER,,
3/13/2025,T,C,01,12/30/2024,FALSE,,LETTER,,
3/13/2025,B,S,36,1/2/2025,FALSE,,LETTER,,
3/13/2025,J,M,06,12/31/2024,FALSE,,LETTER,,
3/13/2025,S,H,12,12/30/2024,FALSE,,LETTER,,
3/13/2025,E,C,SWITZERLAND,12/27/2024,FALSE,,LETTER,,
3/13/2025,L,W,40,12/31/2024,FALSE,,LETTER,,
3/13/2025,S,J,36,12/27/2024,FALSE,,LETTER,,
3/13/2025,E,R,91,12/30/2024,FALSE,,LETTER,,
3/13/2025,M,H,56,12/31/2024,FALSE,,LETTER,,
3/13/2025,S,M,20,3/2/2025,FALSE,,LETTER,,
3/14/2025,A,R,06,12/31/2024,FALSE,,LETTER,,
3/14/2025,D,P,74,1/4/2025,FALSE,,LETTER,,
3/14/2025,G,L,12,1/8/2025,FALSE,,LETTER,,
3/14/2025,M,M,72,1/11/2025,FALSE,,LETTER,,
3/14/2025,NULL,NULL,NULL,12/24/2024,FALSE,,LETTER,,
3/14/2025,A,S,26,1/10/2025,FALSE,,LETTER,,
3/14/2025,D,NULL,92,1/8/2025,FALSE,,LETTER,,
3/14/2025,J,D,01,1/6/2025,FALSE,,LETTER,,
3/14/2025,M,P,16,12/23/2024,FALSE,,LETTER,,
3/14/2025,NULL,NULL,NULL,1/8/2025,FALSE,,LETTER,,
3/14/2025,B,J,42,1/6/2025,FALSE,,LETTER,,
3/14/2025,E,N,29,1/7/2025,FALSE,,LETTER,,
3/14/2025,J,G,47,1/6/2025,FALSE,,LETTER,,
3/14/2025,N,B,47,1/8/2025,FALSE,,LETTER,,
3/14/2025,D,C,44,1/10/2025,FALSE,,LETTER,,
3/14/2025,E,N,46,NULL,FALSE,,LETTER,,
3/14/2025,J,L,16,1/8/2025,FALSE,,LETTER,,
3/14/2025,S,P,39,1/8/2025,FALSE,,LETTER,,
3/17/2025,A,D,UK,NULL,FALSE,,LETTER,,
3/17/2025,E,C,31,NULL,FALSE,,LETTER,,
3/17/2025,L,P,SPAIN,3/13/2025,FALSE,*,LETTER,,
3/18/2025,A,M,79,3/11/2025,FALSE,,LETTER,,
3/18/2025,A,S,PUERTO RICO,3/13/2025,FALSE,,LETTER,,
3/18/2025,A,T,53,3/10/2025,FALSE,,LETTER,,
3/18/2025,B,B,50,3/14/2025,FALSE,,LETTER,,
3/19/2025,A,H,17,1/4/2025,FALSE,,LETTER,,
3/19/2025,C,G,72,3/4/2025,FALSE,*,LETTER,,
3/19/2025,M,R,50,1/2/2025,FALSE,,LETTER,,
3/19/2025,A,R,90,1/2/2025,FALSE,,LETTER,,
3/19/2025,E,S,06,12/30/2024,FALSE,,LETTER,,
3/19/2025,N,J,23,1/3/2025,FALSE,,LETTER,,
3/19/2025,A,NULL,01,1/2/2025,FALSE,,LETTER,,
3/19/2025,F,L,CANADA,NULL,FALSE,,LETTER,,
3/19/2025,S,N,78,3/15/2025,FALSE,,LETTER,,
3/19/2025,B,G,03,3/4/2025,FALSE,,LETTER,,
3/19/2025,K,G,66,1/3/2025,FALSE,,LETTER,,
3/20/2025,A,L,59,1/7/2025,FALSE,,LETTER,,
3/20/2025,J,N,04,1/9/2025,FALSE,,LETTER,,
3/20/2025,M,S,70,1/11/2025,FALSE,,LETTER,,
3/20/2025,S,C,UK,2/12/2025,FALSE,,LETTER,,
3/20/2025,NULL,NULL,02,12/28/2024,FALSE,,LETTER,,
3/20/2025,C,A,53,1/10/2025,FALSE,,LETTER,,
3/20/2025,K,L,03,1/8/2025,FALSE,,LETTER,,
3/20/2025,Q,M,05,1/10/2025,FALSE,,LETTER,,
3/20/2025,S,T,71,1/10/2025,FALSE,,LETTER,,
3/20/2025,NULL,NULL,38,1/10/2025,FALSE,,LETTER,,
3/20/2025,F,C,21,1/7/2025,FALSE,,LETTER,,
3/20/2025,K,T,80,12/30/2024,FALSE,,LETTER,,
3/20/2025,R,G,47,1/10/2025,FALSE,,LETTER,,
3/20/2025,V,M,01,1/7/2025,FALSE,,LETTER,,
3/20/2025,J,C,51,1/10/2025,FALSE,,LETTER,,
3/20/2025,M,C,87,1/7/2025,FALSE,,LETTER,,
3/20/2025,S,B,19,1/7/2025,FALSE,,LETTER,,
3/20/2025,W,L,13,1/8/2025,FALSE,,LETTER,,
3/21/2025,A,O,03,3/3/2025,FALSE,,LETTER,,
3/21/2025,D,G,38,3/5/2025,FALSE,,LETTER,,
3/21/2025,H,NULL,13,1/10/2025,FALSE,,LETTER,,
3/21/2025,K,E,TURKEY,NULL,FALSE,,LETTER,,
3/21/2025,N,A,12,1/10/2025,FALSE,,LETTER,,
3/21/2025,S,L,34,3/6/2025,FALSE,,LETTER,,
3/21/2025,A,R,09,3/5/2025,FALSE,,LETTER,,
3/21/2025,D,S,CANADA,12/31/2024,FALSE,*,LETTER,,
3/21/2025,J,B,38,3/3/2025,FALSE,,LETTER,,
3/21/2025,L,B,01,1/10/2025,FALSE,,LETTER,,
3/21/2025,N,G,88,3/6/2025,FALSE,,LETTER,,
3/21/2025,C,A,53,1/10/2025,FALSE,,LETTER,,
3/21/2025,E,P,15,1/10/2025,FALSE,,LETTER,,
3/21/2025,J,K,09,3/6/2025,FALSE,,LETTER,,
3/21/2025,M,B,07,1/7/2025,FALSE,,LETTER,,
3/21/2025,S,B,NULL,3/5/2025,FALSE,,LETTER,,
3/21/2025,C,J,01,3/5/2025,FALSE,,LETTER,,
3/21/2025,H,G,56,3/3/2025,FALSE,,LETTER,,
3/21/2025,K,B,12,1/10/2025,FALSE,,LETTER,,
3/21/2025,M,S,CANADA,1/7/2025,FALSE,*,LETTER,,
3/21/2025,S,H,38,1/7/2025,FALSE,,LETTER,,
3/24/2025,B,C,01,1/8/2025,FALSE,,LETTER,,
3/24/2025,H,D,10,1/11/2025,FALSE,,LETTER,,
3/24/2025,L,M,70,1/11/2025,FALSE,,LETTER,,
3/24/2025,N,N,14,NULL,FALSE,,LETTER,,
3/24/2025,B,L,38,1/8/2025,FALSE,,LETTER,,
3/24/2025,J,J,01,1/8/2025,FALSE,,LETTER,,
3/24/2025,M,P,34,1/10/2025,FALSE,,LETTER,,
3/24/2025,S,M,02,1/11/2025,FALSE,,LETTER,,
3/24/2025,C,A,05,1/10/2025,FALSE,,LETTER,,
3/24/2025,K,F,51,1/11/2025,FALSE,,LETTER,,
3/24/2025,N,N,03,1/10/2025,FALSE,,LETTER,,
3/24/2025,C,B,SWEDEN,3/1/2025,FALSE,*,LETTER,,
3/24/2025,K,S,89,NULL,FALSE,,LETTER,,
3/24/2025,N,N,14,1/4/2025,FALSE,,LETTER,,
3/25/2025,A,R,56,1/11/2025,FALSE,,LETTER,,
3/25/2025,H,B,38,1/10/2025,FALSE,,LETTER,,
3/25/2025,K,K,GERMANY,NULL,FALSE,,LETTER,,
3/25/2025,M,R,SLOVAKIA,,FALSE,,LETTER,,
3/25/2025,S,G,10,,FALSE,,LETTER,,
3/25/2025,V,M,UK,,FALSE,,LETTER,,
3/25/2025,B,T,58,,FALSE,,LETTER,,
3/25/2025,J,G,31,1/11/2025,FALSE,,LETTER,,
3/25/2025,L,G,14,1/11/2025,FALSE,,LETTER,,
3/25/2025,N,N,77,1/10/2025,FALSE,,LETTER,,
3/25/2025,S,Z,25,1/10/2025,FALSE,,LETTER,,
3/25/2025,NULL,NULL,FRANCE,12/30/2024,FALSE,,LETTER,,
3/25/2025,D,U,05,1/11/2025,FALSE,,LETTER,,
3/25/2025,K,C,05,1/7/2025,FALSE,,LETTER,,
3/25/2025,L,R,25,1/10/2025,FALSE,,LETTER,,
3/25/2025,P,P,SWEDEN,3/4/2025,FALSE,,LETTER,,
3/25/2025,T,L,UK,3/16/2025,FALSE,,LETTER,,
3/25/2025,E,O,33,1/11/2025,FALSE,,LETTER,,
3/25/2025,K,D,16,1/11/2025,FALSE,,LETTER,,
3/25/2025,M,L,38,1/8/2025,FALSE,,LETTER,,
3/25/2025,S,B,03,1/8/2025,FALSE,,LETTER,,
3/25/2025,T,R,30,3/4/2025,FALSE,,LETTER,,
3/26/2025,A,M,06,1/10/2025,FALSE,,LETTER,,
3/26/2025,C,K,JAPAN,1/11/2025,FALSE,,LETTER,,
3/26/2025,I,S,ITALY,12/30/2024,FALSE,,LETTER,,
3/26/2025,M,M,NULL,12/28/2024,FALSE,,LETTER,,
3/26/2025,NULL,NULL,NETHERLANDS,NULL,FALSE,,LETTER,,
3/26/2025,A,P,62,1/10/2025,FALSE,,LETTER,,
3/26/2025,D,K,85,1/6/2025,FALSE,,LETTER,,
3/26/2025,J,V,22,1/7/2025,FALSE,,LETTER,,
3/26/2025,S,L,ITALY,12/27/2025,FALSE,,LETTER,,
3/26/2025,B,J,41,1/6/2025,FALSE,,LETTER,,
3/26/2025,E,G,TAIWAN,12/23/2024,FALSE,,LETTER,,
3/26/2025,K,W,04,1/10/2025,FALSE,,LETTER,,
3/26/2025,Z,P,34,1/10/2025,FALSE,,LETTER,,
3/26/2025,C,C,80,12/21/2025,FALSE,,LETTER,,
3/26/2025,H,B,38,1/10/2025,FALSE,,LETTER,,
3/26/2025,L,H,13,1/6/2025,FALSE,,LETTER,,
3/26/2025,NULL,NULL,GERMANY,1/1/2025,FALSE,,LETTER,,
3/27/2025,A,S,16,1/10/2025,FALSE,,LETTER,,
3/27/2025,J,M,06,1/8/2025,FALSE,,LETTER,,
3/27/2025,L,G,20,12/28/2024,FALSE,,LETTER,,
3/27/2025,R,L,86,1/10/2025,FALSE,,LETTER,,
3/27/2025,T,C,87,1/10/2025,FALSE,,LETTER,,
3/27/2025,B,L,22,1/6/2025,FALSE,*,LETTER,,
3/27/2025,K,M,64,1/11/2025,FALSE,,LETTER,,
3/27/2025,L,K,03,3/24/2025,FALSE,,LETTER,,
3/27/2025,R,M,24,1/10/2025,FALSE,,LETTER,,
3/27/2025,D,NULL,92,1/8/2025,FALSE,,LETTER,,
3/27/2025,K,S,02,1/8/2025,FALSE,,LETTER,,
3/27/2025,M,NULL,36,1/10/2025,FALSE,,LETTER,,
3/27/2025,S,F,IRELAND,2/1/2025,FALSE,*,LETTER,,
3/27/2025,F,B,GERMANY,12/27/2024,FALSE,,LETTER,,
3/27/2025,K,T,44,1/6/2025,FALSE,,LETTER,,
3/27/2025,R,O,73,1/6/2025,FALSE,,LETTER,,
3/27/2025,S,N,29,3/25/2025,FALSE,,LETTER,,
3/28/2025,A,NULL,02,NULL,FALSE,,POSTCARD,,
3/28/2025,B,P,04,3/12/2025,FALSE,,POSTCARD,,
3/28/2025,H,NULL,25,2/25/2025,FALSE,,POSTCARD,,
3/28/2025,P,V,ARMENIA,NULL,FALSE,,POSTCARD,,
3/28/2025,NULL,NULL,CANADA,NULL,FALSE,,POSTCARD,,
3/28/2025,NULL,NULL,CANADA,NULL,FALSE,,POSTCARD,,
3/28/2025,NULL,NULL,CANADA,NULL,FALSE,,POSTCARD,,
3/28/2025,NULL,NULL,CANADA,NULL,FALSE,,POSTCARD,,
3/28/2025,NULL,NULL,CANADA,NULL,FALSE,,POSTCARD,,
3/28/2025,A,NULL,60,2/10/2025,FALSE,,POSTCARD,,
3/28/2025,C,NULL,NULL,3/14/2025,FALSE,,POSTCARD,,
3/28/2025,H,NULL,25,2/25/2025,FALSE,,POSTCARD,,
3/28/2025,S,M,15,3/13/2025,FALSE,*  ,POSTCARD,,
3/28/2025,A,NULL,NULL,3/21/2025,FALSE,,POSTCARD,,
3/28/2025,D,NULL,NULL,3/12/2025,FALSE,,POSTCARD,,
3/28/2025,M,B,,3/14/2025,FALSE,*,POSTCARD,,
3/28/2025,T,Y,,3/15/2025,FALSE,,POSTCARD,,
3/28/2025,A,NULL,NULL,3/24/2025,FALSE,,POSTCARD,,
3/28/2025,F,S,07,1/27/2025,FALSE,,POSTCARD,,
3/28/2025,M,S,85,3/13/2025,FALSE,,POSTCARD,,
3/28/2025,T,NULL,NULL,3/20/2025,FALSE,,POSTCARD,,
3/29/2025,A,C,10,3/11/2025,FALSE,*,LETTER,,
3/29/2025,C,K,JAPAN,3/12/2025,FALSE,,LETTER,,
3/29/2025,K,W,AUSTRALIA,1/3/2025,FALSE,*,LETTER,,
3/29/2025,N,A,AUSTRALIA,NULL,FALSE,,LETTER,,
3/29/2025,R,M,NULL,3/14/2025,FALSE,,LETTER,,
3/29/2025,A,C,61,3/14/2025,FALSE,,LETTER,,
3/29/2025,K,B,BRAZIL,3/5/2025,FALSE,,LETTER,,
3/29/2025,L,L,PUERTO RICO,3/17/2025,FALSE,,LETTER,,
3/29/2025,N,C,22,3/17/2025,FALSE,,LETTER,,
3/29/2025,S,NULL,20,1/8/2025,FALSE,,LETTER,,
3/29/2025,A,L,BRAZIL,3/10/2025,FALSE,,LETTER,,
3/29/2025,K,K,51,3/15/2025,FALSE,,LETTER,,
3/29/2025,P,A,32,3/19/2025,FALSE,,LETTER,,
3/29/2025,X,S,MEXICO,3/6/2025,FALSE,,LETTER,,
3/29/2025,A,T,46,3/14/2025,FALSE,*,LETTER,,
3/29/2025,K,O,82,3/10/2025,FALSE,,LETTER,,
3/29/2025,M,F,BRAZIL,3/5/2025,FALSE,,LETTER,,
3/29/2025,R,C,38,3/15/2025,FALSE,,LETTER,,
3/29/2025,Y,A,01,3/17/2025,FALSE,,LETTER,,
3/31/2025,A,H,09,3/24/2025,FALSE,,LETTER,,
3/31/2025,A,T,55,3/26/2025,FALSE,,LETTER,,
3/31/2025,D,S,CANADA,2/26/2025,FALSE,,LETTER,,
3/31/2025,G,M,15,3/6/2025,FALSE,,LETTER,,
3/31/2025,J,T,59,3/6/2025,FALSE,,LETTER,,
3/31/2025,T,S,GUYANA,NULL,FALSE,,LETTER,,
3/31/2025,A,M,08,3/5/2025,FALSE,,LETTER,,
3/31/2025,A,T,55,3/26/2025,FALSE,,LETTER,,
3/31/2025,E,C,70,3/26/2025,FALSE,,LETTER,,
3/31/2025,I,V,31,1/2/2025,FALSE,,LETTER,,
3/31/2025,L,C,62,1/2/2025,FALSE,,LETTER,,
3/31/2025,V,T,01,NULL,FALSE,,LETTER,,
3/31/2025,A,M,BRAZIL,3/13/2025,FALSE,,LETTER,,
3/31/2025,C,D,02,3/24/2025,FALSE,,LETTER,,
3/31/2025,G,B,BRAZIL,1/13/2025,FALSE,,LETTER,,
3/31/2025,J,F,BRAZIL,12/24/2024,FALSE,,LETTER,,
3/31/2025,L,J,02,12/16/2024,FALSE, ,LETTER,TRUE,
3/31/2025,A,O,IRELAND,1/11/2025,FALSE,,LETTER,,
3/31/2025,C,K,JAPAN,1/7/2025,FALSE,,LETTER,,
3/31/2025,G,H,26,3/4/2025,FALSE,,LETTER,,
3/31/2025,J,G,23,1/2/2025,FALSE,,LETTER,,
3/31/2025,N,L,17,1/15/2025,FALSE,,LETTER,,
4/1/2025,A,D,UK,NULL,FALSE,,LETTER,,
4/1/2025,C,K,JAPAN,4/1/2025,FALSE,,LETTER,,
4/1/2025,K,R,51,1/10/2025,FALSE,,LETTER,,
4/1/2025,N,N,23,1/7/2025,FALSE,,LETTER,,
4/1/2025,Y,B,CANADA,3/14/2025,FALSE,,LETTER,,
4/1/2025,A,L,32,1/8/2025,FALSE,,LETTER,,
4/1/2025,F,L,06,1/10/2025,FALSE,,LETTER,,
4/1/2025,L,B,32,3/28/2025,FALSE,,LETTER,,
4/1/2025,O,K,21,1/6/2025,FALSE,,LETTER,,
4/1/2025,A,M,38,12/23/2024,FALSE,,LETTER,,
4/1/2025,J,G,AUSTRALIA,3/8/2025,FALSE,,LETTER,,
4/1/2025,M,C,32,1/6/2025,FALSE,,LETTER,,
4/1/2025,P,R,04,1/7/2025,FALSE,,LETTER,,
4/1/2025,A,P,TURKEY,NULL,FALSE,,LETTER,,
4/1/2025,J,H,29,4/1/2025,FALSE,,LETTER,,
4/1/2025,M,R,94,1/7/2025,FALSE,,LETTER,,
4/1/2025,R,N,17,1/10/2025,FALSE,,LETTER,,
4/2/2025,A,B,47,1/8/2025,FALSE,,LETTER,,
4/2/2025,A,G,06,1/8/2025,FALSE,,LETTER,,
4/2/2025,A,L,18,1/10/2025,FALSE,,LETTER,,
4/2/2025,B,S,PORTUGAL,1/2/2025,FALSE,*,LETTER,,
4/2/2025,C,L,60,1/10/2025,FALSE,,LETTER,,
4/2/2025,C,S,40,1/10/2025,FALSE,,LETTER,,
4/2/2025,D,R,31,12/22/2024,FALSE,*,LETTER,,
4/2/2025,E,R,65,1/10/2025,FALSE,,LETTER,,
4/2/2025,G,K,11,1/7/2025,FALSE,,LETTER,,
4/2/2025,I,L,45,1/8/2025,FALSE,,LETTER,,
4/2/2025,J,L,79,1/7/2025,FALSE,,LETTER,,
4/2/2025,K,H,66,1/8/2025,FALSE,*,LETTER,,
4/2/2025,L,A,ENGLAND,NULL,FALSE,,LETTER,,
4/2/2025,L,O,ENGLAND,12/24/2024,FALSE,,LETTER,,
4/2/2025,M,H,56,1/7/2025,FALSE,,LETTER,,
4/2/2025,A,C,ALBANIA,3/11/2025,FALSE,*,LETTER,,
4/2/2025,A,M,25,1/7/2025,FALSE,,LETTER,,
4/2/2025,C,C,BRAZIL,2/17/2025,FALSE,,LETTER,,
4/2/2025,C,M,02,1/8/2025,FALSE,,LETTER,,
4/2/2025,D,B,44,1/7/2025,FALSE,,LETTER,,
4/2/2025,E,H,12,1/7/2025,FALSE,,LETTER,,
4/2/2025,F,R,PORTUGAL,1/2/2025,FALSE,,LETTER,,
4/2/2025,G,V,06,1/8/2025,FALSE,,LETTER,,
4/2/2025,J,B,12,1/8/2025,FALSE,,LETTER,,
4/2/2025,J,M,08,1/7/2025,FALSE,,LETTER,,
4/2/2025,K,K,01,1/11/2025,FALSE,,LETTER,,
4/2/2025,L,B,82,1/7/2025,FALSE,,LETTER,,
4/2/2025,L,P,10,1/10/2025,FALSE,,LETTER,,
4/2/2025,M,M,04,1/10/2025,FALSE,,LETTER,,
4/2/2025,A,D,20,1/8/2025,FALSE,,LETTER,,
4/2/2025,A,H,01,1/10/2025,FALSE,,LETTER,,
4/2/2025,A,W,10,1/8/2025,FALSE,,LETTER,,
4/2/2025,C,M,26,1/7/2025,FALSE,,LETTER,,
4/2/2025,D,F,57,1/7/2025,FALSE,,LETTER,,
4/2/2025,F,S,07,1/31/2025,TRUE,,LETTER,,
4/2/2025,G,W,23,1/10/2025,FALSE,,LETTER,,
4/2/2025,J,D,03,1/6/2025,FALSE,,LETTER,,
4/2/2025,J,P,62,1/11/2025,FALSE,,LETTER,,
4/2/2025,K,O,29,12/28/2024,FALSE,,LETTER,,
4/2/2025,L,H,13,1/7/2025,FALSE,,LETTER,,
4/2/2025,L,P,23,1/7/2025,FALSE,,LETTER,,
4/2/2025,M,M,40,1/8/2025,FALSE,,LETTER,,
