date_received,first_initial,last_initial,zip_suffix,postmark_date,no_postmark_month_only,no_postmark_signed_date,post_type,forwarded_from_huntington_sci,notes
4/2/2025,A,D,41,1/7/2025,FALSE,,LETTER,,
4/2/2025,A,J,31,1/10/2025,FALSE,,LETTER,,
4/2/2025,B,M,14,1/7/2025,FALSE,,LETTER,,
4/2/2025,C,F,PORTUGAL,1/2/2025,FALSE,,LETTER,,
4/2/2025,C,S,06,3/11/2025,FALSE,,LETTER,,
4/2/2025,D,G,27,1/8/2025,FALSE,,LETTER,,
4/2/2025,E,H,12,1/6/2025,FALSE,*,LETTER,,
4/2/2025,G,B,CANADA,NULL,FALSE,,LETTER,,
4/2/2025,H,O,81,1/10/2025,FALSE,,LETTER,,
4/2/2025,J,K,04,1/11/2025,FALSE,,LETTER,,
4/2/2025,J,P,93,1/8/2025,FALSE,,LETTER,,
4/2/2025,K,V,CANADA,1/7/2025,FALSE,*,LETTER,,
4/2/2025,L,H,38,12/21/2024,FALSE,,LETTER,,
4/2/2025,M,C,62,1/8/2025,FALSE,,LETTER,,
4/2/2025,M,O,BRAZIL,2/13/2025,FALSE,,LETTER,,
4/2/2025,M,O,BRAZIL,2/21/2025,FALSE,*,LETTER,,
4/2/2025,M,S,45,1/7/2025,FALSE,,LETTER,,
4/2/2025,P,K,76,1/10/2025,FALSE,,LETTER,,
4/2/2025,S,S,03,1/10/2025,FALSE,,LETTER,,
4/2/2025,T,R,MALAYSIA,1/18/2025,FALSE,*,LETTER,,
4/2/2025,M,S,83,1/8/2025,FALSE,,LETTER,,
4/2/2025,P,A,82,1/8/2025,FALSE,,LETTER,,
4/2/2025,S,B,34,1/5/2025,FALSE,*,LETTER,,
4/2/2025,S,S,16,1/6/2025,FALSE,,LETTER,,
4/2/2025,N,A,SPAIN,12/20/2024,FALSE,,LETTER,,
4/2/2025,P,B,29,1/7/2025,FALSE,,LETTER,,
4/2/2025,S,G,01,1/7/2025,FALSE,,LETTER,,
4/2/2025,S,G,06,1/7/2025,FALSE,,LETTER,,
4/2/2025,V,V,58,1/7/2025,FALSE,,LETTER,,
4/2/2025,N,L,08,3/10/2025,FALSE,,LETTER,,
4/2/2025,P,D,05,1/7/2025,FALSE,,LETTER,,
4/2/2025,S,G,23,1/7/2025,FALSE,,LETTER,,
4/2/2025,T,G,78,1/10/2025,FALSE,,LETTER,,
4/2/2025,NULL,NULL,40,1/8/2025,FALSE,,LETTER,,
4/3/2025,A,H,01,12/24/2024,FALSE,,LETTER,,
4/3/2025,A,T,46,3/31/2025,FALSE,,LETTER,,
4/3/2025,Q,L,55,1/10/2025,FALSE,,LETTER,,
4/3/2025,A,H,77,1/10/2025,FALSE,,LETTER,,
4/3/2025,I,P,URUGUAY,NULL,FALSE,,LETTER,,
4/3/2025,S,G,48,12/23/2024,FALSE,,LETTER,,
4/3/2025,A,P,24,1/7/2025,FALSE,,LETTER,,
4/3/2025,I,NULL,71,12/26/2024,FALSE,,LETTER,,
4/3/2025,S,Z,25,1/10/2025,FALSE,,LETTER,,
4/3/2025,A,S,19,1/8/2025,FALSE,,LETTER,,
4/3/2025,N,K,05,12/23/2024,FALSE,,LETTER,,
4/4/2025,A,A,02,NULL,FALSE,,LETTER,,
4/4/2025,A,K,59,3/10/2025,FALSE,,LETTER,,
4/4/2025,J,G,06,1/22/2025,FALSE,,LETTER,,
4/4/2025,T,S,98,1/25/2025,FALSE,,LETTER,,
4/4/2025,A,B,18,1/6/2025,FALSE,,LETTER,,
4/4/2025,B,NULL,09,3/11/2025,FALSE,,LETTER,,
4/4/2025,K,H,17,3/28/2025,FALSE,*,LETTER,,
4/4/2025,T,Z,CHINA,3/20/2025,FALSE,,LETTER,,
4/4/2025,A,B,62,1/25/2025,FALSE,,LETTER,,
4/4/2025,I,A,04,3/10/2025,FALSE,,LETTER,,
4/4/2025,N,S,76,1/10/2025,FALSE,,LETTER,,
4/4/2025,A,K,50,3/10/2025,FALSE,,LETTER,,
4/4/2025,I,H,55,3/29/2025,FALSE,,LETTER,,
4/4/2025,R,L,03,3/10/2025,FALSE,,LETTER,,
4/7/2025,A,H,19,12/26/2024,FALSE,,LETTER,,
4/7/2025,C,J,16,4/1/2025,FALSE,,LETTER,,
4/7/2025,E,W,59,12/27/2024,FALSE,,LETTER,,
4/7/2025,J,B,CANADA,NULL,FALSE,,LETTER,,
4/7/2025,J,M,03,12/24/2024,FALSE,,LETTER,,
4/7/2025,K,K,77,12/26/2024,FALSE,,LETTER,,
4/7/2025,M,I,96,12/23/2024,FALSE,,LETTER,,
4/7/2025,R,B,20,1/7/2025,FALSE,,LETTER,,
4/7/2025,T,S,16,12/26/2024,FALSE,,LETTER,,
4/7/2025,A,K,66,1/6/2025,FALSE,,LETTER,,
4/7/2025,C,R,17,1/7/2025,FALSE,,LETTER,,
4/7/2025,G,C,42,12/27/2024,FALSE,,LETTER,,
4/7/2025,J,H,01,4/2/2025,FALSE,,LETTER,,
4/7/2025,J,T,09,12/27/2024,FALSE,,LETTER,,
4/7/2025,K,N ,01,1/7/2025,FALSE,,LETTER,,
4/7/2025,M,K,27,1/3/2025,FALSE,,LETTER,,
4/7/2025,R,B,53,12/24/2024,FALSE,,LETTER,,
4/7/2025,Y,V,68,3/28/2025,FALSE,,LETTER,,
4/7/2025,A,T,31,12/27/2024,FALSE,,LETTER,,
4/7/2025,E,M,72,12/23/2024,FALSE,,LETTER,,
4/7/2025,H,B,21,1/6/2025,FALSE,,LETTER,,
4/7/2025,J,H,26,1/6/2025,FALSE,,LETTER,,
4/7/2025,J,Y,01,1/3/2025,FALSE,*,LETTER,,
4/7/2025,K,Y,88,12/26/2024,FALSE,,LETTER,,
4/7/2025,N,H,47,NULL,FALSE,,LETTER,,
4/7/2025,S,A,03,12/24/2024,FALSE,*,LETTER,,
4/7/2025,NULL,NULL,01,12/27/2024,FALSE,,LETTER,,
4/7/2025,C,A,31,12/27/2024,FALSE,,LETTER,,
4/7/2025,E,S,88,12/24/2024,FALSE,,LETTER,,
4/7/2025,I,W,17,12/25/2024,FALSE,,LETTER,,
4/7/2025,J,I,26,NULL,FALSE,,LETTER,,
4/7/2025,K,J,88,12/24/2024,FALSE,,LETTER,,
4/7/2025,L,NULL,CANADA,1/4/2025,FALSE,*,LETTER,,
4/7/2025,N,W,01,12/23/2024,FALSE,,LETTER,,
4/7/2025,S,V,10,12/23/2024,FALSE,,LETTER,,
4/7/2025,NULL,NULL,NETHERLANDS,12/24/2024,FALSE,,LETTER,,
4/8/2025,A,C,43,3/10/2025,FALSE,,LETTER,,
4/8/2025,A,M,08,3/4/2025,FALSE,*,LETTER,,
4/8/2025,C,M,26,3/27/2025,FALSE,,LETTER,,
4/8/2025,E,H,10,3/10/2025,FALSE,,LETTER,,
4/8/2025,F,T,14,12/24/2024,FALSE,,LETTER,,
4/8/2025,K,A,10,12/28/2024,FALSE,,LETTER,,
4/8/2025,A,F,29,12/23/2024,FALSE,,LETTER,,
4/8/2025,A,R,25,3/28/2025,FALSE,,LETTER,,
4/8/2025,D,L,31,3/7/2025,FALSE,,LETTER,,
4/8/2025,E,H,57,3/10/2025,FALSE,,LETTER,,
4/8/2025,G,L,07,3/10/2025,FALSE,,LETTER,,
4/8/2025,K,B,13,3/29/2025,FALSE,,LETTER,,
4/8/2025,A,G,12,3/7/2025,FALSE,,LETTER,,
4/8/2025,B,L,02,3/10/2025,FALSE,*,LETTER,,
4/8/2025,E,B,50,3/29/2025,FALSE,,LETTER,,
4/8/2025,E,R,20,12/26/2024,FALSE,,LETTER,,
4/8/2025,J,K,09,3/10/2025,FALSE,,LETTER,,
4/8/2025,K,C,58,3/10/2025,FALSE,,LETTER,,
4/8/2025,A,L,15,3/29/2025,FALSE,,LETTER,,
4/8/2025,C,D,IRELAND,1/19/2025,FALSE,*,LETTER,,
4/8/2025,E,G,81,3/6/2025,FALSE,,LETTER,,
4/8/2025,E,S,23,3/29/2025,FALSE,,LETTER,,
4/8/2025,J,S,38,3/10/2025,FALSE,,LETTER,,
4/8/2025,K,D,01,3/28/2025,FALSE,,LETTER,,
4/8/2025,L,B,07,12/24/2024,FALSE,,LETTER,,
4/8/2025,L,L,50,3/8/2025,FALSE,,LETTER,,
4/8/2025,M,L,CANADA,1/2/2025,FALSE,*,LETTER,,
4/8/2025,N,T,49,3/10/2025,FALSE,,LETTER,,
4/8/2025,R,K,48,1/10/2025,FALSE,,LETTER,,
4/8/2025,S,R,10,3/10/2025,FALSE,,LETTER,,
4/8/2025,V,P,21,12/27/2024,FALSE,,LETTER,,
4/8/2025,Z,Q,78,12/24/2024,FALSE,,LETTER,,
4/8/2025,L,D,65,3/28/2025,FALSE,,LETTER,,
4/8/2025,M, C,05,12/27/2024,FALSE,,LETTER,,
4/8/2025,P,S,06,1/22/2025,FALSE,,LETTER,,
4/8/2025,S,G,32,3/27/2025,FALSE,*,LETTER,,
4/8/2025,S,S,UK,2/25/2025,FALSE,,LETTER,,
4/8/2025,V,P,41,12/23/2024,FALSE,,LETTER,,
4/8/2025,NULL,NULL,FRANCE,3/3/2025,FALSE,,LETTER,,
4/8/2025,M,P,63,12/23/2024,FALSE,,LETTER,,
4/8/2025,L,E,11,1/7/2025,FALSE,,LETTER,,
4/8/2025,N,F,NETHERLANDS,3/2/2025,FALSE,*,LETTER,,
4/8/2025,P,T,17,3/7/2025,FALSE,,LETTER,,
4/8/2025,S,M,IRELAND,3/7/2025,FALSE,,LETTER,,
4/8/2025,S,H,04,12/28/2024,FALSE,,LETTER,,
4/8/2025,W,L,13,3/29/2025,FALSE,,LETTER,,
4/8/2025,L,G,62,3/29/2025,FALSE,,LETTER,,
4/8/2025,M,G,74,12/23/2024,FALSE,,LETTER,,
4/8/2025,N,K,42,12/24/2024,FALSE,,LETTER,,
4/8/2025,P,V,41,12/28/2024,FALSE,,LETTER,,
4/8/2025,S,R,10,3/10/2025,FALSE,,LETTER,,
4/8/2025,T,U,04,3/28/2025,FALSE,,LETTER,,
4/8/2025,Y,A,01,12/23/2024,FALSE,,LETTER,,
4/9/2025,A,C,23,3/27/2025,FALSE,,LETTER,,
4/9/2025,A,A,30,12/21/2024,FALSE,,LETTER,,
4/9/2025,A,T,49,12/24/2024,FALSE,,LETTER,,
4/9/2025,C,H,06,12/24/2024,FALSE,,LETTER,,
4/9/2025,C,R,85,12/23/2024,FALSE,,LETTER,,
4/9/2025,E,C,70,3/10/2025,FALSE,,LETTER,,
4/9/2025,G,A,04,3/10/2025,FALSE,,LETTER,,
4/9/2025,G,S,31,3/10/2025,FALSE,,LETTER,,
4/9/2025,H,NULL,04,12/21/2024,FALSE,,LETTER,,
4/9/2025,J,F,10,3/28/2025,FALSE,,LETTER,,
4/9/2025,K,D,UK,3/20/2025,FALSE,*,LETTER,,
4/9/2025,L,B,31,12/23/2024,FALSE,,LETTER,,
4/9/2025,M,A,72,3/8/2025,FALSE,,LETTER,,
4/9/2025,M,H,05,12/23/2024,FALSE,,LETTER,,
4/9/2025,M,P,05,12/23/2024,FALSE,,LETTER,,
4/9/2025,N,N,29,3/27/2025,FALSE,,LETTER,,
4/9/2025,S,B,64,2/28/2025,FALSE,*,LETTER,,
4/9/2025,T,P,33,12/23/2024,FALSE,,LETTER,,
4/9/2025,A,H,30,4/4/2025,FALSE,,LETTER,,
4/9/2025,A,S,34,12/21/2024,FALSE,,LETTER,,
4/9/2025,B,B,01,12/23/2024,FALSE,,LETTER,,
4/9/2025,C,M,02,12/23/2024,FALSE,,LETTER,,
4/9/2025,C,S,04,12/23/2024,FALSE,,LETTER,,
4/9/2025,E,S,23,3/27/2025,FALSE,,LETTER,,
4/9/2025,G,F,48,3/27/2025,FALSE,,LETTER,,
4/9/2025,H,E,21,3/29/2025,FALSE,,LETTER,,
4/9/2025,J,A,21,3/28/2025,FALSE,,LETTER,,
4/9/2025,J,J,07,3/27/2025,FALSE,,LETTER,,
4/9/2025,K,H,58,3/8/2025,FALSE,,LETTER,,
4/9/2025,L,H,08,12/23/2024,FALSE,,LETTER,,
4/9/2025,M,A,72,3/8/2025,FALSE,,LETTER,,
4/9/2025,M,L,38,12/23/2024,FALSE,,LETTER,,
4/9/2025,M,W,65,12/24/2024,FALSE,,LETTER,,
4/9/2025,N,S,23,3/10/2025,FALSE,,LETTER,,
4/9/2025,S,M,CANADA,NULL,FALSE,,LETTER,,
4/9/2025,T,T,03,3/29/2025,FALSE,,LETTER,,
4/9/2025,A,H,99,3/10/2025,FALSE,,LETTER,,
4/9/2025,A,S,85,12/23/2024,FALSE,,LETTER,,
4/9/2025,B,L,02,3/28/2025,FALSE,,LETTER,,
4/9/2025,C,M,22,3/26/2025,FALSE,,LETTER,,
4/9/2025,D,K,10,3/10/2025,FALSE,,LETTER,,
4/9/2025,E,S,65,3/27/2025,FALSE,,LETTER,,
4/9/2025,G,G,57,12/24/2024,FALSE,,LETTER,,
4/9/2025,H,R,05,4/4/2025,FALSE,,LETTER,,
4/9/2025,J,B,06,3/29/2025,FALSE,,LETTER,,
4/9/2025,J,K,01,12/21/2024,FALSE,,LETTER,,
4/9/2025,K,M,20,3/10/2025,FALSE,,LETTER,,
4/9/2025,L,W,17,3/27/2025,FALSE,,LETTER,,
4/9/2025,M,B,CANADA,4/5/2025,FALSE,,LETTER,,
4/9/2025,M,L,54,3/10/2025,FALSE,,LETTER,,
4/9/2025,N,A,98,3/10/2025,FALSE,,LETTER,,
4/9/2025,R,G,50,3/29/2025,FALSE,,LETTER,,
4/9/2025,S,P,23,3/28/2025,FALSE,,LETTER,,
4/9/2025,T,T,62,3/10/2025,FALSE,,LETTER,,
4/9/2025,A,R,25,12/23/2024,FALSE,,LETTER,,
4/9/2025,A,T,06,12/23/2024,FALSE,,LETTER,,
4/9/2025,B,R,65,3/28/2025,FALSE,,LETTER,,
4/9/2025,C,M,58,3/24/2025,FALSE,*,LETTER,,
4/9/2025,D,R,63,12/23/2024,FALSE,,LETTER,,
4/9/2025,F,M,01,4/5/2025,FALSE,,LETTER,,
4/9/2025,G,J,02,3/8/2025,FALSE,,LETTER,,
4/9/2025,H,S,21,4/4/2025,FALSE,,LETTER,,
4/9/2025,J,B,34,3/10/2025,FALSE,,LETTER,,
4/9/2025,J,K,09,3/29/2025,FALSE,,LETTER,,
4/9/2025,L,B,26,3/10/2025,FALSE,,LETTER,,
4/9/2025,L,NULL,87,12/21/2024,FALSE,,LETTER,,
4/9/2025,M,C,20,12/24/2024,FALSE,,LETTER,,
4/9/2025,M,P,04,12/24/2024,FALSE,,LETTER,,
4/9/2025,N,M,14,4/4/2025,FALSE,,LETTER,,
4/9/2025,R,NULL,02,12/23/2024,FALSE,,LETTER,,
4/9/2025,T,L,33,12/23/2024,FALSE,,LETTER,,
4/10/2025,A,B,06,12/23/2024,FALSE,,LETTER,,
4/10/2025,E,R,20,12/23/2024,FALSE,,LETTER,,
4/10/2025,K,K,33,12/26/2024,FALSE,,LETTER,,
4/10/2025,M,A,05,12/27/2024,FALSE,,LETTER,,
4/10/2025,P,M,FRANCE,12/20/2024,FALSE,*,LETTER,,
4/10/2025,A,C,81,12/23/2024,FALSE,,LETTER,,
4/10/2025,E,W,02,12/27/2024,FALSE,,LETTER,,
4/10/2025,K,L,07,12/27/2024,FALSE,,LETTER,,
4/10/2025,M,C,SPAIN,12/27/2024,FALSE,,LETTER,,
4/10/2025,R,F,68,12/28/2024,FALSE,,LETTER,,
4/10/2025,D,M,30,NULL,FALSE,,LETTER,,
4/10/2025,G,S,02,12/27/2024,FALSE,,LETTER,,
4/10/2025,L,M,20,12/27/2024,FALSE,,LETTER,,
4/10/2025,M,H,32,12/27/2024,FALSE,,LETTER,,
4/10/2025,T,O,33,12/23/2024,FALSE,,LETTER,,
4/10/2025,E,P,06,12/26/2024,FALSE,,LETTER,,
4/10/2025,K,A,47,12/27/2024,FALSE,,LETTER,,
4/10/2025,L,L,30,12/28/2024,FALSE,,LETTER,,
4/10/2025,P,A,32,12/21/2024,FALSE,,LETTER,,
4/11/2025,A,A,30,12/24/2024,FALSE,,LETTER,,
4/11/2025,E,M,20,12/26/2024,FALSE,,LETTER,,
4/11/2025,M,K,11,12/23/2024,FALSE,,LETTER,,
4/11/2025,S,C,01,12/26/2024,FALSE,,LETTER,,
4/11/2025,A,G,63,12/23/2024,FALSE,,LETTER,,
4/11/2025,E,S,03,1/8/2025,FALSE,,LETTER,,
4/11/2025,M,P,82,12/23/2024,FALSE,,LETTER,,
4/11/2025,S,M,79,12/26/2024,FALSE,,LETTER,,
4/11/2025,A,T,26,12/27/2024,FALSE,,LETTER,,
4/11/2025,J,D,GERMANY,NULL,FALSE,,LETTER,,
4/11/2025,M,NULL,65,12/23/2024,FALSE,,LETTER,,
4/11/2025,S,T,01,12/21/2024,FALSE,,LETTER,,
4/11/2025,D,P,28,12/24/2024,FALSE,,LETTER,,
4/11/2025,J,N ,58,12/26/2024,FALSE,,LETTER,,
4/11/2025,N,L,35,12/27/2024,FALSE,,LETTER,,
4/14/2025,A,B,07,12/23/2024,FALSE,,LETTER,,
4/14/2025,C,P,09,12/23/2024,FALSE,,LETTER,,
4/14/2025,J,B,12,12/23/2024,FALSE,,LETTER,,
4/14/2025,L,H,13,12/28/2024,FALSE,,LETTER,,
4/14/2025,M,R,CANADA,12/24/2024,FALSE,,LETTER,,
4/14/2025,T,N,01,4/4/2025,FALSE,,LETTER,,
4/14/2025,A,S,81,12/28/2024,FALSE,,LETTER,,
4/14/2025,E,C,70,4/8/2025,FALSE,,LETTER,,
4/14/2025,J,J,04,12/26/2024,FALSE,,LETTER,,
4/14/2025,L,Q,86,4/6/2025,FALSE,*,LETTER,,
4/14/2025,M,NULL,65,12/23/2024,FALSE,,LETTER,,
4/14/2025,T,V,35,12/23/2024,FALSE,,LETTER,,
4/14/2025,C,F,11,4/7/2025,FALSE,,LETTER,,
4/14/2025,E,M,11,12/26/2024,FALSE,,LETTER,,
4/14/2025,K,A,92,12/23/2024,FALSE,,LETTER,,
4/14/2025,L,S,17,12/23/2024,FALSE,,LETTER,,
4/14/2025,R,R,50,12/23/2024,FALSE,,LETTER,,
4/14/2025,V,W,CANADA,12/24/2024,FALSE,*,LETTER,,
4/14/2025,C,M,02,12/23/2024,FALSE,,LETTER,,
4/14/2025,I,V,67,12/23/2024,FALSE,,LETTER,,
4/14/2025,K,P,50,12/26/2024,FALSE,,LETTER,,
4/14/2025,M,M,54,4/2/2025,FALSE,*,LETTER,,
4/14/2025,S,M,03,12/23/2024,FALSE,,LETTER,,
4/14/2025,W,Y,CHINA,3/17/2025,FALSE,,LETTER,,
4/15/2025,A,R,25,12/28/2024,FALSE,,LETTER,,
4/15/2025,E,NULL,21,12/27/2024,FALSE,,LETTER,,
4/15/2025,J,S,03,12/24/2024,FALSE,,LETTER,,
4/15/2025,K,W,13,12/23/2024,FALSE,,LETTER,,
4/15/2025,P,M,92,12/23/2024,FALSE,,LETTER,,
4/15/2025,S,G,51,12/26/2024,FALSE,,LETTER,,
4/15/2025,T,D,33,12/23/2024,FALSE,,LETTER,,
4/15/2025,C,K,40,12/24/2024,FALSE,,LETTER,,
4/15/2025,E,T,51,12/26/2024,FALSE,,LETTER,,
4/15/2025,J,NULL,36,12/30/2024,FALSE,,LETTER,,
4/15/2025,M,M,01,12/23/2024,FALSE,,LETTER,,
4/15/2025,R,D,03,12/30/2024,FALSE,,LETTER,,
4/15/2025,S,NULL,03,12/30/2024,FALSE,,LETTER,,
4/15/2025,W,V,16,NULL,FALSE,,LETTER,,
4/15/2025,C,Z,05,12/26/2024,FALSE,,LETTER,,
4/15/2025,G,V,06,12/26/2024,FALSE,,LETTER,,
4/15/2025,K,G,22,12/23/2024,FALSE,,LETTER,,
4/15/2025,M,NULL,79,12/23/2024,FALSE,,LETTER,,
4/15/2025,R,H,01,12/23/2024,FALSE,,LETTER,,
4/15/2025,S,NULL,10,12/26/2024,FALSE,,LETTER,,
4/15/2025,E,A,21,12/28/2024,FALSE,,LETTER,,
4/15/2025,J,H,29,4/11/2025,FALSE,,LETTER,,
4/15/2025,K,S,07,12/23/2024,FALSE,,LETTER,,
4/15/2025,N,R,16,NULL,FALSE,,LETTER,,
4/15/2025,R,S,77,12/26/2024,FALSE,,LETTER,,
4/15/2025,S,NULL,10,12/26/2024,FALSE,,LETTER,,
4/16/2025,B,I,16,12/26/2024,FALSE,,LETTER,,
4/16/2025,J,B,69,12/23/2024,FALSE,,LETTER,,
4/16/2025,B,L,22,1/10/2025,FALSE,,LETTER,,
4/16/2025,J,T,12,12/23/2024,FALSE,,LETTER,,
4/16/2025,F,S,25,12/23/2024,FALSE,,LETTER,,
4/16/2025,S,S,29,12/27/2024,FALSE,,LETTER,,
4/16/2025,L,S,03,12/24/2024,FALSE,,LETTER,,
4/16/2025,T,C,22,12/28/2024,FALSE,,LETTER,,
4/17/2025,A,K,25,12/26/2024,FALSE,,LETTER,,
4/17/2025,J,R,07,12/19/2024,FALSE,*,LETTER,,
4/17/2025,S,A,18,12/23/2024,FALSE,,LETTER,,
4/17/2025,A,K,59,12/26/2024,FALSE,,LETTER,,
4/17/2025,K,D,10,12/24/2024,FALSE,,LETTER,,
4/17/2025,S,S,06,12/23/2024,FALSE,,LETTER,,
4/17/2025,A,L,11,12/24/2024,FALSE,,LETTER,,
4/17/2025,L,S,18,12/26/2024,FALSE,,LETTER,,
4/17/2025,NULL,M,34,12/24/2024,FALSE,,LETTER,,
4/17/2025,D,NULL,36,12/30/2024,FALSE,,LETTER,,
4/17/2025,L,NULL,73,NULL,FALSE,,LETTER,,
4/17/2025,NULL,P,NULL,12/21/2024,FALSE,,LETTER,,
4/20/2025,A,B,36,12/30/2024,FALSE,,LETTER,,
4/20/2025,D,M,03,12/26/2024,FALSE,,LETTER,,
4/20/2025,L,P,54,12/26/2024,FALSE,,LETTER,,
4/20/2025,S,NULL,43,12/23/2024,FALSE,,LETTER,,
4/20/2025,A,F,16,12/24/2024,FALSE,,LETTER,,
4/20/2025,F,NULL,18,12/28/2024,FALSE,,LETTER,,
4/20/2025,M,R,36,12/24/2024,FALSE,,LETTER,,
4/20/2025,P,Q,39,12/24/2024,FALSE,,LETTER,,
4/20/2025,A,M,80,12/23/2024,FALSE,,LETTER,,
4/20/2025,J,P,54,12/24/2024,FALSE,,LETTER,,
4/20/2025,M,S,10,12/24/2024,FALSE,,LETTER,,
4/20/2025,V,H,03,12/21/2024,FALSE,,LETTER,,
4/20/2025,A,S,73,12/24/2024,FALSE,,LETTER,,
4/20/2025,J,T,15,12/23/2024,FALSE,,LETTER,,
4/20/2025,M,NULL,77,12/21/2024,FALSE,,LETTER,,
4/21/2025,A,G,56,4/17/2025,FALSE,,LETTER,,
4/21/2025,P,P,69,4/15/2025,FALSE,*,LETTER,,
4/21/2025,B,L,28,4/15/2025,FALSE,,LETTER,,
4/21/2025,H,P,TAIWAN,4/14/2025,FALSE,*,LETTER,,
4/21/2025,N,M,14,4/17/2025,FALSE,,LETTER,,
4/22/2025,A,E,43,3/11/2025,FALSE,,LETTER,,
4/22/2025,A,M,78,3/10/2025,FALSE,,LETTER,,
4/22/2025,C,M,11,3/11/2025,FALSE,,LETTER,,
4/22/2025,J,U,17,3/10/2025,FALSE,,LETTER,,
4/22/2025,L,S,16,12/27/2024,FALSE,,LETTER,,
4/22/2025,M,D,02,12/26/2024,FALSE,,LETTER,,
4/22/2025,R,B,15,1/8/2025,FALSE,,LETTER,,
4/22/2025,V,J,37,12/21/2024,FALSE,,LETTER,,
4/22/2025,A,G,POLAND,4/16/2025,FALSE,,LETTER,,
4/22/2025,A,S,ENGLAND,3/7/2025,FALSE,,LETTER,,
4/22/2025,E,C,37,12/21/2024,FALSE,*,LETTER,,
4/22/2025,J,W,67,12/24/2024,FALSE,,LETTER,,
4/22/2025,L,W,50,3/10/2025,FALSE,,LETTER,,
4/22/2025,N,B,38,12/23/2024,FALSE,,LETTER,,
4/22/2025,R,R,20,3/10/2025,FALSE,,LETTER,,
4/22/2025,W,M,03,3/11/2025,FALSE,,LETTER,,
4/22/2025,A,M,28,12/23/2024,FALSE,,LETTER,,
4/22/2025,B,NULL,04,12/24/2024,FALSE,,LETTER,,
4/22/2025,E,S,23,3/10/2025,FALSE,,LETTER,,
4/22/2025,K,K,17,3/10/2025,FALSE,,LETTER,,
4/22/2025,M,B,85,12/23/2024,FALSE,,LETTER,,
4/22/2025,N,M,20,3/8/2025,FALSE,,LETTER,,
4/22/2025,T,W,78,12/21/2024,FALSE,,LETTER,,
4/22/2025,W,S,58,12/23/2024,FALSE,,LETTER,,
4/22/2025,A,M,29,12/23/2024,FALSE,,LETTER,,
4/22/2025,C,M,01,12/23/2024,FALSE,,LETTER,,
4/22/2025,I,H,86,12/21/2024,FALSE,,LETTER,,
4/22/2025,L,G,23,12/26/2024,FALSE,,LETTER,,
4/22/2025,M,C,07,12/30/2024,FALSE,,LETTER,,
4/22/2025,Q,NULL,09,12/24/2024,FALSE,,LETTER,,
4/22/2025,V,F,69,12/26/2024,FALSE,,LETTER,,
4/23/2025,A,K,94,12/24/2024,FALSE,,LETTER,,
4/23/2025,B,L,22,1/10/2025,FALSE,,LETTER,,
4/23/2025,C,M,02,12/21/2024,FALSE,"[],",LETTER,,
4/23/2025,I,G,41,12/23/2024,FALSE,,LETTER,,
4/23/2025,J,W,NULL,12/24/2024,FALSE,,LETTER,,
4/23/2025,L,W,28,12/21/2024,FALSE,,LETTER,,
4/23/2025,N,Z,14,12/23/2024,FALSE,,LETTER,,
4/23/2025,R,D,04,12/21/2024,FALSE,,LETTER,,
4/23/2025,T,D,17,12/27/2024,FALSE,,LETTER,,
4/23/2025,A,P,03,12/24/2024,FALSE,,LETTER,,
4/23/2025,B,O,11,NULL,FALSE,,LETTER,,
4/23/2025,E,H,10,12/24/2024,FALSE,,LETTER,,
4/23/2025,J,B,01,NULL,FALSE,,LETTER,,
4/23/2025,L,F,74,12/21/2024,FALSE,,LETTER,,
4/23/2025,M,F,11,12/23/2024,FALSE,,LETTER,,
4/23/2025,O,G,14,12/28/2024,FALSE,,LETTER,,
4/23/2025,R,M,41,12/23/2024,FALSE,,LETTER,,
4/23/2025,T,D,33,12/23/2024,FALSE,,LETTER,,
4/23/2025,A,V,07,12/24/2024,FALSE,,LETTER,,
4/23/2025,B,S,86,12/24/2024,FALSE,,LETTER,,
4/23/2025,H,T,04,12/23/2024,FALSE,,LETTER,,
4/23/2025,J,R,07,12/23/2024,FALSE,,LETTER,,
4/23/2025,L,H,13,12/21/2024,FALSE,,LETTER,,
4/23/2025,M,L,60,12/24/2024,FALSE,,LETTER,,
4/23/2025,P,D,14,12/23/2024,FALSE,,LETTER,,
4/23/2025,R,R,50,12/23/2024,FALSE,,LETTER,,
4/23/2025,V,R,26,12/26/2024,FALSE,,LETTER,,
4/23/2025,B,G,06,12/27/2024,FALSE,,LETTER,,
4/23/2025,B,NULL,18,12/23/2024,FALSE,,LETTER,,
4/23/2025,H,W,03,4/18/2025,FALSE,,LETTER,,
4/23/2025,J,R,19,12/23/2024,FALSE,,LETTER,,
4/23/2025,L,L,22,12/30/2024,FALSE,,LETTER,,
4/23/2025,M,W,13,12/23/2024,FALSE,,LETTER,,
4/23/2025,P,Z,NULL,12/23/2024,FALSE,,LETTER,,
4/23/2025,S,E,56,12/20/2024,FALSE,,LETTER,,
4/23/2025,D,L,38,4/18/2025,FALSE,,LETTER,,
4/24/2025,A,A,30,12/21/2024,FALSE,,LETTER,,
4/24/2025,C,V,43,12/23/2024,FALSE,,LETTER,,
4/24/2025,K,M,75,12/26/2024,FALSE,,LETTER,,
4/24/2025,P,G,07,12/23/2024,FALSE,,LETTER,,
4/24/2025,A,B,70,12/26/2024,FALSE,,LETTER,,
4/24/2025,F,NULL,67,12/21/2024,FALSE,,LETTER,,
